id	parent	user	user_role	time	last_time	text	reply_count	is_deleted	deleted_by	deleted_at	can_edit	can_moderate	can_delete	actions	target	replies	subscriptions	is_pinned	pinned_by	pinned_at	is_staff_replied	is_reported	attachments	thread	submission	edited_by	edited_at	epic_count	abuse_count	vote	translations
1081135	None	114513770	student	2019-07-12T10:36:16Z	2019-07-12T10:36:16Z	"<p><br>
Согласна со всеми мнениями, а в моем случае в данный момент - доказать свою новую гипотезу!</p>"	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-1081135']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1081135	{}
1081223	None	114513770	student	2019-07-12T11:32:03Z	2019-07-12T11:32:03Z	<p>Спасибо, Марк!</p>	0	False	None	None	False	False	False	{'vote': True}	448374	[]	['31-31-1081223']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1081223	{}
1081556	None	26497009	student	2019-07-12T14:32:30Z	2019-07-29T18:38:12Z	<p>Почта организации - это конечно хорошо, но вдруг я завтра уволюсь и у меня не будет доступа к почте (в нашей организации доступ закрывается). Кто-нибудь прочитает мою статью и напишет мне свои идеи, а прочитать возможности уже не будет. gmail (и другие) выглядят предпочтительней с этой стороны</p>	1	False	None	None	False	False	False	{'vote': True}	583236	[1108330]	['31-31-1081556']	False	None	None	True	False	[]	default	None	None	None	2	0	31-1081556	{}
1081563	None	97895905	student	2019-07-12T14:35:44Z	2019-07-12T14:35:44Z	Все отлично! 	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-1081563']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1081563	{}
1082046	None	106817726	student	2019-07-12T20:14:12Z	2019-07-12T20:14:12Z	24, 64, 94	0	False	None	None	False	False	False	{'vote': True}	375794	[]	['31-31-1082046']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1082046	{}
1082057	None	106817726	student	2019-07-12T20:21:19Z	2019-07-12T20:21:19Z	Жаль, что нет русских.	0	False	None	None	False	False	False	{'vote': True}	375806	[]	['31-31-1082057']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1082057	{}
1082076	None	106817726	student	2019-07-12T20:38:08Z	2019-07-29T18:36:19Z	"Во втором абзаце описка: ""пользователь в качестве результата пользователь получает""."	1	False	None	None	False	False	False	{'vote': True}	375863	[1108324]	['31-31-1082076']	False	None	None	True	False	[]	default	None	None	None	0	0	31-1082076	{}
1082083	900095	106817726	student	2019-07-12T20:48:24Z	2019-07-12T20:48:24Z	Если кто-то перевел этот текст и опубликовал в сети до Вас, то определяется антиплагиатом однозначно. Как-то делал перевод английской статьи для сайта и не проверил её антиплагиатом. Был очень удивлен, когда ее забанили за количество совпадений более 50%. Оказалось, что некто уже успел перевести и опубликовать этот текст. 	0	False	None	None	False	False	False	{'vote': True}	375863	[]	['31-31-900095']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1082083	{}
1083873	900095	17816957	student	2019-07-14T13:25:58Z	2019-07-14T13:25:58Z	<p><strong>@Алексей_Шурыгин</strong>, я переводила сама. Антиплагиат не нашел у меня совпадений и в вузе при проверке. Но у меня была редкая тема, скорее всего до меня никто не использовал в работах перевод статей.</p>	0	False	None	None	False	False	False	{'vote': True}	375863	[]	['31-31-900095']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1083873	{}
1084442	None	106817726	student	2019-07-14T22:05:57Z	2019-07-24T13:06:55Z	В выводах необходимо указать на достижение или недостижение цели исследования.	1	False	None	None	False	False	False	{'vote': True}	583159	[1100483]	['31-31-1084442']	False	None	None	True	False	[]	default	None	None	None	1	0	31-1084442	{}
1084449	None	106817726	student	2019-07-14T22:24:52Z	2019-07-14T22:24:52Z	Автор обязан ссылаться в статье на других авторов и (или) источники заимствования материалов или отдельных результатов.	0	False	None	None	False	False	False	{'vote': True}	375811	[]	['31-31-1084449']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1084449	{}
1086126	None	106817726	student	2019-07-16T05:27:53Z	2019-07-16T05:27:53Z	"Подобные графики необходимы для наглядного сравнения объектов исследования по выбранным параметрам. По предложенному  графику никакого анализа провести нельзя. <br>Для грамотного ответа на задание нужно задаться вопросами: что с чем сравнивает автор статьи, по каким параметрам и каковы их значения, как эти параметры отличаются у исследуемых объектов, выделяя их в лучшую или худшую  сторону. Наконец, будут ли линии графика различимы одна от другой при публикации? Т.е., проводим анализ представленного графика на соответствие требованиям предыдущих постов ""Проверка изображений на читаемость"" и ""Лист проверки оформления графиков""."	0	False	None	None	False	False	False	{'vote': True}	583227	[]	['31-31-1086126']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1086126	{}
1086432	None	106817726	student	2019-07-16T09:24:08Z	2019-07-16T09:24:08Z	Весьма полезно	0	False	None	None	False	False	False	{'vote': True}	464234	[]	['31-31-1086432']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1086432	{}
1087104	None	60548261	student	2019-07-16T15:22:12Z	2019-07-16T15:22:12Z	Работаю в гимназии. Работаю над статьёй о гибких навыках. 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1087104']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1087104	{}
1087650	None	112039712	student	2019-07-16T23:35:23Z	2019-07-16T23:35:23Z	"<p>НИУ ВШЭ СПб, экономика, 2 (уже почти) курс</p>

<p>Темы как таковой нет, надеюсь, курс будет не бесполезен для меня)</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1087650']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1087650	{}
1088284	None	60548261	student	2019-07-17T11:58:51Z	2019-07-17T11:58:51Z	За 2013 статья только в соавторстве. 	0	False	None	None	False	False	False	{'vote': True}	429382	[]	['31-31-1088284']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1088284	{}
1088675	None	116774395	student	2019-07-17T15:47:53Z	2019-07-17T15:47:53Z	<p>Москва/МГППУ/магистратура 2 курс/Социальная работа с различными категориями населения</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1088675']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1088675	{}
1088756	None	116774395	student	2019-07-17T16:25:18Z	2019-07-17T16:25:18Z	<p>Выделение специфики проблемы в данный момент времени.</p>	0	False	None	None	False	False	False	{'vote': True}	420808	[]	['31-31-1088756']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1088756	{}
1089309	None	116774395	student	2019-07-18T05:47:02Z	2019-07-18T05:47:02Z	"<p>https://moluch.ru/</p>

<p>https://www.scopus.com/</p>"	0	False	None	None	False	False	False	{'vote': True}	379802	[]	['31-31-1089309']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1089309	{}
1089902	1044122	97895905	student	2019-07-18T12:22:29Z	2019-07-18T12:22:29Z	Делая замечания по орфографии, не делайте ошибок сами.	0	False	None	None	False	False	False	{'vote': True}	513861	[]	['31-31-1044122']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1089902	{}
1073907	None	113906897	student	2019-07-07T10:56:45Z	2019-07-07T10:56:45Z	<p>Рада, что есть возможность получить столь необходимые знания </p>	0	False	None	None	False	False	False	{'vote': True}	412993	[]	['31-31-1073907']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1073907	{}
1073910	None	113906897	student	2019-07-07T10:59:24Z	2019-07-07T10:59:24Z	<p>Я работаю педагогом социальным в гимназии. На данный момент готовлю статью об организации гендерного воспитания в учреждениях образования.</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1073910']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1073910	{}
1074297	1044059	17406227	teacher	2019-07-07T14:57:44Z	2019-07-07T14:57:44Z	<p><strong>@Евгений_Попов</strong>, не могли бы вы подробнее прокомментировать, что на ваш взгляд стоит улучшить в данном задании?</p>	0	False	None	None	False	False	False	{'vote': True}	429761	[]	['31-31-1044059']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074297	{}
1074298	1044122	17406227	teacher	2019-07-07T14:58:02Z	2019-07-07T14:58:02Z	<p><strong>@Евгений_Попов</strong>, спасибо, поправили!</p>	0	False	None	None	False	False	False	{'vote': True}	513861	[]	['31-31-1044122']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074298	{}
1074303	1072400	17406227	teacher	2019-07-07T15:02:32Z	2019-07-07T15:02:32Z	"<p><strong>@Алексей_Шурыгин</strong>, хорошее замечание. Как правило, чем больше в тексте ""оторванных"" по смыслу фрагментов, тем более  бессмысленым он кажется. </p>"	0	False	None	None	False	False	False	{'vote': True}	563024	[]	['31-31-1072400']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074303	{}
1074304	1020591	17406227	teacher	2019-07-07T15:02:55Z	2019-07-07T15:02:55Z	<p><strong>@Елена_Дружинская</strong>, спасибо, указали допустимую погрешность!</p>	0	False	None	None	False	False	False	{'vote': True}	626334	[]	['31-31-1020591']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074304	{}
1074306	1006238	17406227	teacher	2019-07-07T15:05:26Z	2019-07-07T15:05:26Z	<p><strong>@Роман_Мосолов</strong>, спасибо за ваше замечание! </p>	0	False	None	None	False	False	False	{'vote': True}	583215	[]	['31-31-1006238']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074306	{}
1074329	1000633	17406227	teacher	2019-07-07T15:22:43Z	2019-07-07T15:22:43Z	<p><strong>@Алина_Балыкова</strong>, вы зрите в корень! Действительно, такая фраза сильно режет натренированный статьями глаз как с точки зрения силы утверждения, так и с точки зрения языка. Однако задача данной статьи - заинтересовать необычным исследованием и показать общее направление. </p>	0	False	None	None	False	False	False	{'vote': True}	429376	[]	['31-31-1000633']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074329	{}
1074341	1072712	17406227	teacher	2019-07-07T15:30:36Z	2019-07-07T15:30:36Z	<p><strong>@Николай_Постников</strong>, спасибо, исправили!</p>	0	False	None	None	False	False	False	{'vote': True}	583209	[]	['31-31-1072712']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074341	{}
1074422	1055250	17406227	teacher	2019-07-07T16:40:49Z	2019-07-07T16:40:49Z	<p><strong>@Алексей_Шурыгин</strong>, идея таблицы состоит в сравнении альтернатив (способов ловли) по критериям.</p>	0	False	None	None	False	False	False	{'vote': True}	510425	[]	['31-31-1055250']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074422	{}
1074436	1056681	17406227	teacher	2019-07-07T16:51:51Z	2019-07-07T16:51:51Z	<p><strong>@Алексей_Шурыгин</strong>, спасибо за развернутый комментарий!</p>	0	False	None	None	False	False	False	{'vote': True}	532937	[]	['31-31-1056681']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074436	{}
1074439	1072368	17406227	teacher	2019-07-07T16:54:17Z	2019-07-07T16:54:17Z	<p><strong>@Алексей_Шурыгин</strong>, спасибо за столь точную формулировку! </p>	0	False	None	None	False	False	False	{'vote': True}	375791	[]	['31-31-1072368']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074439	{}
1074455	1044050	17406227	teacher	2019-07-07T17:02:52Z	2019-07-07T17:02:52Z	<p><strong>@Евгений_Попов</strong>, не могли бы вы прокомментировать ваше замечание? Что именно вас смущает?</p>	0	False	None	None	False	False	False	{'vote': True}	422364	[]	['31-31-1044050']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074455	{}
1074466	1046748	17406227	teacher	2019-07-07T17:11:20Z	2019-07-07T17:11:20Z	<p><strong>@Алексей_Шурыгин</strong>, спасибо за уточнение!</p>	0	False	None	None	False	False	False	{'vote': True}	502097	[]	['31-31-1046748']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074466	{}
1074475	1046323	17406227	teacher	2019-07-07T17:18:22Z	2019-07-07T17:18:22Z	<p><strong>@Алексей_Шурыгин</strong>, спасибо за комментарий, поправили формулировку.</p>	0	False	None	None	False	False	False	{'vote': True}	506020	[]	['31-31-1046323']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1074475	{}
1076080	None	106817726	student	2019-07-08T19:20:31Z	2019-07-08T19:20:31Z	Не было жаргонизмов.	0	False	None	None	False	False	False	{'vote': True}	563070	[]	['31-31-1076080']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1076080	{}
1076595	None	286628	student	2019-07-09T08:24:59Z	2019-07-09T08:24:59Z	В настоящий момент не работаю, планирую потренероваться на чем-то связанным с молекулярной иммунологией 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1076595']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1076595	{}
1076669	None	97895905	student	2019-07-09T09:11:19Z	2019-07-09T09:11:19Z	"Учусь в магистратуре. Тема статьи ""политехническое образование"""	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1076669']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1076669	{}
1077808	None	101306342	student	2019-07-10T02:36:38Z	2019-07-10T02:36:38Z	<p>МНСК - Международная научная студенческая конференция, НГУ</p>	0	False	None	None	False	False	False	{'vote': True}	633941	[]	['31-31-1077808']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1077808	{}
1079358	None	88389841	student	2019-07-11T04:03:47Z	2019-07-11T04:03:47Z	Очень полезный курс, большое спасибо авторам! 	0	False	None	None	False	False	False	{'vote': True}	464234	[]	['31-31-1079358']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1079358	{}
1062442	None	106925540	student	2019-06-29T05:52:24Z	2019-06-29T05:52:24Z	<p>Значимость требуется. Научно-практическая ценность.</p>	0	False	None	None	False	False	False	{'vote': True}	420811	[]	['31-31-1062442']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1062442	{}
1062460	None	94481549	student	2019-06-29T06:24:56Z	2019-06-29T06:24:56Z	<p>OCS Distributions</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1062460']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1062460	{}
1062477	None	94481549	student	2019-06-29T06:47:49Z	2019-06-29T06:47:49Z	<p>+</p>	0	False	None	None	False	False	False	{'vote': True}	379799	[]	['31-31-1062477']	False	None	None	False	False	[]	solutions	116671991	None	None	0	0	31-1062477	{}
1062478	None	94481549	student	2019-06-29T06:49:17Z	2019-06-29T06:49:17Z	<p>+</p>	0	False	None	None	False	False	False	{'vote': True}	379796	[]	['31-31-1062478']	False	None	None	False	False	[]	solutions	116672225	None	None	0	0	31-1062478	{}
1063519	None	106817726	student	2019-06-30T05:51:58Z	2019-06-30T05:51:58Z	Это студенческая статья? Много канцеляризмов и лишних слов.	0	False	None	None	False	False	False	{'vote': True}	532954	[]	['31-31-1063519']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1063519	{}
1063546	None	106817726	student	2019-06-30T06:32:55Z	2019-06-30T06:32:55Z	Очень длинно, но познавательно. Особенно предложение писать статью До исследования.	0	False	None	None	False	False	False	{'vote': True}	532961	[]	['31-31-1063546']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1063546	{}
1063572	None	106817726	student	2019-06-30T07:02:12Z	2019-06-30T07:02:12Z	Описания методики нет. Здесь логичнее говорить о способе ловли и его особенностях или отличиях от существующих.	0	False	None	None	False	False	False	{'vote': True}	532960	[]	['31-31-1063572']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1063572	{}
1064986	None	112159935	student	2019-07-01T07:27:30Z	2019-07-01T07:27:30Z	<p>АГУ, 1 курс магистратуры, дипломная работа связана с сценическим костюмом</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1064986']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1064986	{}
1065030	None	112159935	student	2019-07-01T07:56:31Z	2019-07-01T07:56:31Z	<p>Выразить собственные мысли, идеи</p>	0	False	None	None	False	False	False	{'vote': True}	379801	[]	['31-31-1065030']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1065030	{}
1067354	None	53064064	student	2019-07-02T16:14:51Z	2019-07-02T16:14:51Z	"<p>Учусь в СГПИ. Пишу статью для конкурса в масштабах нашего филиала. ""ЛГБТ. Проблемы толерантности и гомофобии в России.""<br>
И вторая статья ""Использование бросового материала в экологическом воспитании детей младшего школьного возраста""</p>"	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1067354']	False	None	None	False	False	[]	default	None	53064064	2019-07-02T18:52:01.520Z	0	0	31-1067354	{}
1068631	None	108047284	student	2019-07-03T13:34:28Z	2019-07-03T13:34:28Z	Фролова Екатерина, архитектор-реставтратор.<br>Темя статьи - Практические проблемы современной реставрации 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1068631']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1068631	{}
1068933	None	52524257	student	2019-07-03T16:15:00Z	2019-07-03T16:15:00Z	<p>Добрый день!Мария. Учитель в школе. Тема статьи связана с творчеством Шолохова.</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1068933']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1068933	{}
1070336	None	72271247	student	2019-07-04T12:59:27Z	2019-07-04T12:59:27Z	"<p>Советую скачивать статью с <a href=""https://cyberleninka.ru"" rel=""nofollow noopener noreferrer"" target=""_blank"" title=""Link: https://cyberleninka.ru"">cyberleninka.ru</a>, так как на самом сайте качество страниц плохое, если что, то качал без регестрации</p>"	0	False	None	None	False	False	False	{'vote': True}	429376	[]	['31-31-1070336']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1070336	{}
1072075	None	113482972	student	2019-07-05T15:48:20Z	2019-07-05T15:48:20Z	Елена Домникова, факультет искусств и дизайна АГУ, тема: Современная интерпретация народного костюма 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1072075']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1072075	{}
1072368	None	106817726	student	2019-07-05T21:00:02Z	2019-07-07T16:54:17Z	"Предлагаю последний пункт заменить на : ""В статье не должно быть скрытых смыслов или подтекста, о которых читатель должен догадаться сам"". Тогда это согласуется с заголовком ""Установки""."	1	False	None	None	False	False	False	{'vote': True}	375791	[1074439]	['31-31-1072368']	False	None	None	True	False	[]	default	None	None	None	1	0	31-1072368	{}
1072400	None	106817726	student	2019-07-05T21:36:29Z	2019-07-07T15:02:32Z	"Первый отрывок вообще смысла не имеет, особенно в плане значения веб приложений для внешнеполитического взаимодействия. Причем тут ""телеграфность""?<br>"	1	False	None	None	False	False	False	{'vote': True}	563024	[1074303]	['31-31-1072400']	False	None	None	True	False	[]	default	None	None	None	0	0	31-1072400	{}
1072712	None	33661573	student	2019-07-06T09:37:44Z	2019-07-07T15:30:36Z	"<p>Исправьте, пожалуйста, слово ""Кенигсбергских"".</p>"	1	False	None	None	False	False	False	{'vote': True}	583209	[1074341]	['31-31-1072712']	False	None	None	True	False	[]	default	None	None	None	0	0	31-1072712	{}
1072954	None	16489750	student	2019-07-06T12:47:46Z	2019-07-06T12:47:46Z	<p>Есть 1) обозначение зависимостей и  2) разделение области зависимостей (горизонтальные линии)</p>	0	False	None	None	False	False	False	{'vote': True}	583227	[]	['31-31-1072954']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1072954	{}
1073717	None	106817726	student	2019-07-07T08:14:23Z	2019-07-07T08:14:23Z	Как правило, первый (и не только) вариант первой главы кандидатской диссертации или ВКР представляет собой набор не очень логически связанных кусков текста. Некоторые разделы текста могут вообще не относиться ни к цели, ни к задачам исследования.	0	False	None	None	False	False	False	{'vote': True}	563026	[]	['31-31-1073717']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1073717	{}
1073905	None	113906897	student	2019-07-07T10:55:39Z	2019-07-07T10:55:39Z	<p>Очень заинтересовал курс. Надеюсь у меня все получится.</p>	0	False	None	None	False	False	False	{'vote': True}	412996	[]	['31-31-1073905']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1073905	{}
1046088	None	79148986	student	2019-06-17T06:45:09Z	2019-06-17T06:45:09Z	<p>В настоящий момент, я в ВУЗе не учусь, поэтому про конференцию не скажу. </p>	0	False	None	None	False	False	False	{'vote': True}	633941	[]	['31-31-1046088']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1046088	{}
1046323	None	106817726	student	2019-06-17T09:20:16Z	2019-07-07T17:18:22Z	п. 2.2 относится не к экспериментам, т.к. эксперимент проводится в тщательно контролируемых условиях, а к проблемам практики отлова, связанным с отсутствием научно обоснованных методик ловли слонов сетью. 	1	False	None	None	False	False	False	{'vote': True}	506020	[1074475]	['31-31-1046323']	False	None	None	True	False	[]	default	None	None	None	0	0	31-1046323	{}
1046748	None	106817726	student	2019-06-17T12:54:04Z	2019-07-07T17:11:20Z	Стоит говорить не о проблеме вообще, а о научной проблеме. Для кого-то прыщики на лбу проблема, но она не научная. В корне научной проблемы лежат научные противоречия, противоречия в теории. Поэтому научная проблема обязательно д.б. сформулирована в терминах того научного направления, в котором данный объект изучается. В этом её отличие от проблемы (противоречия) в практике. <br>Иными словами, противоречие в практике в целях его разрешения научными методами д.б. переформулировано в терминах науки. <br>Кроме научных проблем, которые разрешаются в докторских диссертациях, есть ещё и научные задачи, которые разрешаются в диссертациях попроще и других научных исследованиях. По сути, научная проблема и научная задача тождественны, но в России принято, что научная проблема шире задачи.	1	False	None	None	False	False	False	{'vote': True}	502097	[1074466]	['31-31-1046748']	False	None	None	True	False	[]	default	None	None	None	2	0	31-1046748	{}
1047456	None	106817726	student	2019-06-17T20:48:38Z	2019-06-17T20:48:38Z	Сложить задачи и получить цель невозможно. Цель исследования, как совершенно справедливо подмечено, достигается решением задач, т.е. достижением определенного результата, а не совокупностью задач.	0	False	None	None	False	False	False	{'vote': True}	502096	[]	['31-31-1047456']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1047456	{}
1047731	None	106817726	student	2019-06-18T07:46:16Z	2019-06-18T07:46:16Z	Цель  сформулирована не как цель исследования, а как две задачи исследования.	0	False	None	None	False	False	False	{'vote': True}	506014	[]	['31-31-1047731']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1047731	{}
1048396	None	106247990	student	2019-06-18T15:04:28Z	2019-06-18T15:04:28Z	<p>На устах не обсохло еще. Да и они ломят</p>	0	False	None	None	False	False	False	{'vote': True}	583204	[]	['31-31-1048396']	False	None	None	False	False	[]	default	None	None	None	4	0	31-1048396	{}
1048902	None	106817726	student	2019-06-19T03:24:35Z	2019-06-19T03:24:35Z	Для выполнения задания в первую очередь читайте аннотацию,  для этого она и предназначена. Затем проверяйте по тексту<br>	0	False	None	None	False	False	False	{'vote': True}	420982	[]	['31-31-1048902']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1048902	{}
1049857	None	105677010	student	2019-06-19T15:32:15Z	2019-06-19T15:32:15Z	"<p><a href=""https://users.antiplagiat.ru/go?to=9eH_lyuSbI9Q6QTkIgTNrxT2UpWeAKXNMFdQnrm6rDNuyLTC57vlZifRqWeWGmijM6Gjz2HY9-6DwPK_HZB-coYIfXVfqmZqhmep58YuKQmI2VQGnozmv4OMyjBNLVoS0&amp;next=do"" rel=""noopener noreferrer nofollow"" target=""_blank"">http://mylektsii.ru/6-14976.html</a></p>"	0	False	None	None	False	False	False	{'vote': True}	621158	[]	['31-31-1049857']	False	None	None	False	False	[]	default	None	None	None	2	1	31-1049857	{}
1050247	874753	106817726	student	2019-06-19T21:04:55Z	2019-06-19T21:04:55Z	Спасибо!	0	False	None	None	False	False	False	{'vote': True}	510380	[]	['31-31-874753']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1050247	{}
1053745	None	17816957	student	2019-06-22T17:23:17Z	2019-06-22T17:23:17Z	<p>Только два пункта верны в ответе.</p>	0	False	None	None	False	False	False	{'vote': True}	583166	[]	['31-31-1053745']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1053745	{}
1055250	None	106817726	student	2019-06-24T04:56:38Z	2019-07-07T16:40:49Z	Интересно, сравниваем ли мы способы ловли по выбранным критериям или критерии между собой?	1	False	None	None	False	False	False	{'vote': True}	510425	[1074422]	['31-31-1055250']	False	None	None	True	False	[]	default	None	None	None	0	0	31-1055250	{}
1055614	None	106247990	student	2019-06-24T09:59:47Z	2019-06-24T09:59:47Z	<p>почти как от количества депутатов госдумы отнять число 410</p>	0	False	None	None	False	False	False	{'vote': True}	535606	[]	['31-31-1055614']	False	None	None	False	False	[]	default	None	None	None	1	0	31-1055614	{}
1055628	None	106247990	student	2019-06-24T10:06:19Z	2019-06-24T10:06:19Z	<p>начните с результатов оценки</p>	0	False	None	None	False	False	False	{'vote': True}	583181	[]	['31-31-1055628']	False	None	None	False	False	[]	default	None	None	None	4	0	31-1055628	{}
1055759	None	106817726	student	2019-06-24T11:40:53Z	2019-06-24T11:40:53Z	В п. 2.4 стоимость верши определена 10000 руб. при скорости отлова до 12 животных в час. Вероятно, стоимость устройства не должна превышать этой суммы.	0	False	None	None	False	False	False	{'vote': True}	532937	[]	['31-31-1055759']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1055759	{}
1056681	None	106817726	student	2019-06-24T21:30:37Z	2019-07-07T16:51:51Z	"""Снасти, подразумевающие реальную наживку..."" У снастей нет ума. Правильнее ""с использованием натуральных приманок или их имитаций"". Для справки. Наживка - живая приманка, а насадка - растительная. Что такое ""реальная наживка"" неясно.<br>Кроме того, из текста не ясно, чем аргументирован выбор менно верши для районов Крайнего Севера, а в п. 3 не указаны требования к снасти по климатическим условиям."	1	False	None	None	False	False	False	{'vote': True}	532937	[1074436]	['31-31-1056681']	True	17406227	2019-07-29T18:27:14.392Z	True	False	[]	default	None	None	None	2	0	31-1056681	{}
1059475	None	106817726	student	2019-06-26T16:57:05Z	2019-06-26T16:57:05Z	Читать PDF версию статьи	0	False	None	None	False	False	False	{'vote': True}	532948	[]	['31-31-1059475']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1059475	{}
1061422	None	98479121	student	2019-06-28T08:06:46Z	2019-06-28T08:06:46Z	Таджикски Националный Университет. 4 курс. Тема: Государственный политика в сфере образование	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1061422']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1061422	{}
1061435	None	106817726	student	2019-06-28T08:16:16Z	2019-06-28T08:16:16Z	Весьма интересно.	0	False	None	None	False	False	False	{'vote': True}	502126	[]	['31-31-1061435']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1061435	{}
1062419	None	106925540	student	2019-06-29T05:22:38Z	2019-06-29T05:22:38Z	<p>Проблема сознания в разработке искусственного интеллекта</p>	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1062419']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1062419	{}
1062435	None	106925540	student	2019-06-29T05:43:54Z	2019-06-29T05:43:54Z	<p>Смещение акцентов, новая программа подхода к проблеме</p>	0	False	None	None	False	False	False	{'vote': True}	420808	[]	['31-31-1062435']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1062435	{}
1039585	None	106547027	student	2019-06-11T12:10:59Z	2019-06-11T12:10:59Z	<p>Спасибо</p>	0	False	None	None	False	False	False	{'vote': True}	331615	[]	['31-31-1039585']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1039585	{}
1039604	None	88920775	student	2019-06-11T12:26:39Z	2019-06-11T12:26:39Z	Степановна Анастасия, АлтГУ, Особенности разработки учебного пособия для детской студии компьютерной графики. 	0	False	None	None	False	False	False	{'vote': True}	412995	[]	['31-31-1039604']	False	None	None	False	False	[]	default	None	None	None	0	0	31-1039604	{}
